,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
10,"[4, -1, 6, -7, 11, 13, -1]","[-1, 3, -8, -2, 0, 7, 1]","[8, 3, 10, -3, 15, 17, 3]","[3, 7, -4, 2, 4, 11, 5]","[4, -1, 6, -7, 13, -1]","[-1, 3, -8, -2, 7, 1]","[4, -1, 6, -7, 11, 13, 4, -1]","[-1, 3, -8, -2, 0, 7, 4, 1]","[0.25, -1.0, 0.16666666666666666, -0.14285714285714285, 0.09090909090909091, 0.07692307692307693, -1.0]","[-1.0, 0.3333333333333333, -0.125, -0.5, 'ZeroDivisionError', 0.14285714285714285, 1.0]","[16, -4, 24, -28, 44, 52, -4]","[-4, 12, -32, -8, 0, 28, 4]","[-1, -7, -1, 6, 13, 11, 4]","[1, -2, 3, -1, -8, 7, 0]","[-4, -3, -48, 14, 0, 91, -1]","[-1, 14, -3, -6, -104, 77, 0]","[24, 21, -40, -6, 60, 187, 15]","[-64, -48, -768, 224, 0, 1456, -16]",error,"[-4, -3, -48, 14, 0, 91, 16, -1]","[-4, -3, -48, 14, 91, -1]",Violate,Violate,Violate,error,No-violate,No-violate,1,1,1,error,0,0
11,"[1, 0, 14, 6, 14]","[18, 17, -2, 16, 14]","[5, 4, 18, 10, 18]","[22, 21, 2, 20, 18]","[1, 0, 6, 14]","[18, 17, 16, 14]","[1, 0, 14, 6, 4, 14]","[18, 17, -2, 16, 4, 14]","[1.0, 'ZeroDivisionError', 0.07142857142857142, 0.16666666666666666, 0.07142857142857142]","[0.05555555555555555, 0.058823529411764705, -0.5, 0.0625, 0.07142857142857142]","[4, 0, 56, 24, 56]","[72, 68, -8, 64, 56]","[1, 14, 0, 14, 6]","[-2, 16, 18, 17, 14]","[18, 0, -28, 96, 196]","[-2, 224, 0, 238, 84]","[110, 84, 36, 200, 324]","[288, 0, -448, 1536, 3136]",error,"[18, 0, -28, 96, 16, 196]","[18, 0, 96, 196]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
12,"[-1, 5, 11, 0, 0, 7]","[-2, -4, 12, 7, 1, 4]","[3, 9, 15, 4, 4, 11]","[2, 0, 16, 11, 5, 8]","[-1, 5, 0, 0, 7]","[-2, -4, 7, 1, 4]","[-1, 5, 11, 4, 0, 0, 7]","[-2, -4, 12, 4, 7, 1, 4]","[-1.0, 0.2, 0.09090909090909091, 'ZeroDivisionError', 'ZeroDivisionError', 0.14285714285714285]","[-0.5, -0.25, 0.08333333333333333, 0.14285714285714285, 1.0, 0.25]","[-4, 20, 44, 0, 0, 28]","[-8, -16, 48, 28, 4, 16]","[0, 11, 5, 0, -1, 7]","[4, 7, 1, -2, -4, 12]","[2, -20, 132, 0, 0, 28]","[0, 77, 5, 0, 4, 84]","[6, 0, 240, 44, 20, 88]","[32, -320, 2112, 0, 0, 448]",error,"[2, -20, 132, 16, 0, 0, 28]","[2, -20, 0, 0, 28]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
13,"[3, 1, -4, 6, 7]","[-2, 5, -4, -7, 3]","[7, 5, 0, 10, 11]","[2, 9, 0, -3, 7]","[3, 1, 6, 7]","[-2, 5, -7, 3]","[3, 4, 1, -4, 6, 7]","[-2, 4, 5, -4, -7, 3]","[0.3333333333333333, 1.0, -0.25, 0.16666666666666666, 0.14285714285714285]","[-0.5, 0.2, -0.25, -0.14285714285714285, 0.3333333333333333]","[12, 4, -16, 24, 28]","[-8, 20, -16, -28, 12]","[7, 3, 1, -4, 6]","[-4, -7, 3, 5, -2]","[-6, 5, 16, -42, 21]","[-28, -21, 3, -20, -12]","[14, 45, 0, -30, 77]","[-96, 80, 256, -672, 336]","[-0.16666666666666666, 0.2, 0.0625, -0.023809523809523808, 0.047619047619047616]","[-6, 16, 5, 16, -42, 21]","[-6, 5, -42, 21]",Violate,Violate,Violate,Violate,No-violate,No-violate,1,1,1,1,0,0
14,"[2, -8, 1, -4, -8, -2, -4, -12, -7, -11, -1, -3, -1]","[-3, -9, -8, -3, -10, -10, -2, -1, 3, -5, -13, -3, -4]","[6, -4, 5, 0, -4, 2, 0, -8, -3, -7, 3, 1, 3]","[1, -5, -4, 1, -6, -6, 2, 3, 7, -1, -9, 1, 0]","[2, -8, 1, -4, -8, -2, -4, -7, -11, -1, -3, -1]","[-3, -9, -8, -3, -10, -10, -2, 3, -5, -13, -3, -4]","[2, -8, 1, -4, -8, -2, -4, -12, -7, -11, -1, -3, -1, 4]","[-3, -9, -8, -3, -10, -10, -2, -1, 3, -5, -13, -3, -4, 4]","[0.5, -0.125, 1.0, -0.25, -0.125, -0.5, -0.25, -0.08333333333333333, -0.14285714285714285, -0.09090909090909091, -1.0, -0.3333333333333333, -1.0]","[-0.3333333333333333, -0.1111111111111111, -0.125, -0.3333333333333333, -0.1, -0.1, -0.5, -1.0, 0.3333333333333333, -0.2, -0.07692307692307693, -0.3333333333333333, -0.25]","[8, -32, 4, -16, -32, -8, -16, -48, -28, -44, -4, -12, -4]","[-12, -36, -32, -12, -40, -40, -8, -4, 12, -20, -52, -12, -16]","[-12, -1, -11, 2, -1, -2, 1, -8, -4, -4, -3, -8, -7]","[-10, -3, -2, 3, -13, -4, -3, -10, -8, -5, -1, -3, -9]","[-6, 72, -8, 12, 80, 20, 8, 12, -21, 55, 13, 9, 4]","[120, 3, 22, 6, 13, 8, -3, 80, 32, 20, 3, 24, 63]","[6, 20, -20, 0, 24, -12, 0, -24, -21, 7, -27, 1, 0]","[-96, 1152, -128, 192, 1280, 320, 128, 192, -336, 880, 208, 144, 64]","[-0.16666666666666666, 0.013888888888888888, -0.125, 0.08333333333333333, 0.0125, 0.05, 0.125, 0.08333333333333333, -0.047619047619047616, 0.018181818181818184, 0.07692307692307693, 0.1111111111111111, 0.25]","[-6, 72, -8, 12, 80, 20, 8, 12, -21, 55, 13, 9, 4, 16]","[-6, 72, -8, 12, 80, 20, 8, -21, 55, 13, 9, 4]",Violate,Violate,Violate,Violate,No-violate,No-violate,1,1,1,1,0,0
15,"[7, -19, -2, -17, -11, 0, -13, -4, -12, -9, -10, 6]","[10, -15, 7, -9, -14, -11, -18, 9, -3, -3, -6, 3]","[11, -15, 2, -13, -7, 4, -9, 0, -8, -5, -6, 10]","[14, -11, 11, -5, -10, -7, -14, 13, 1, 1, -2, 7]","[7, -19, -2, -17, 0, -13, -4, -12, -9, -10, 6]","[10, -15, 7, -9, -11, -18, 9, -3, -3, -6, 3]","[4, 7, -19, -2, -17, -11, 0, -13, -4, -12, -9, -10, 6]","[4, 10, -15, 7, -9, -14, -11, -18, 9, -3, -3, -6, 3]","[0.14285714285714285, -0.05263157894736842, -0.5, -0.058823529411764705, -0.09090909090909091, 'ZeroDivisionError', -0.07692307692307693, -0.25, -0.08333333333333333, -0.1111111111111111, -0.1, 0.16666666666666666]","[0.1, -0.06666666666666667, 0.14285714285714285, -0.1111111111111111, -0.07142857142857142, -0.09090909090909091, -0.05555555555555555, 0.1111111111111111, -0.3333333333333333, -0.3333333333333333, -0.16666666666666666, 0.3333333333333333]","[28, -76, -8, -68, -44, 0, -52, -16, -48, -36, -40, 24]","[40, -60, 28, -36, -56, -44, -72, 36, -12, -12, -24, 12]","[-19, 7, 0, -13, -2, -4, -17, -11, -12, -9, -10, 6]","[7, -3, -15, 9, 10, -9, -3, 3, -6, -18, -11, -14]","[70, 285, -14, 153, 154, 0, 234, -36, 36, 27, 60, 18]","[-133, -21, 0, -117, -20, 36, 51, -33, 72, 162, 110, -84]","[154, 165, 22, 65, 70, -28, 126, 0, -8, -5, 12, 70]","[1120, 4560, -224, 2448, 2464, 0, 3744, -576, 576, 432, 960, 288]",error,"[16, 70, 285, -14, 153, 154, 0, 234, -36, 36, 27, 60, 18]","[70, 285, -14, 153, 0, 234, -36, 36, 27, 60, 18]",Violate,Violate,Violate,error,No-violate,No-violate,1,1,1,error,0,0
16,"[-14, -16, 5]","[-1, -15, -5]","[-10, -12, 9]","[3, -11, -1]","[-14, -16]","[-1, -15]","[-14, -16, 5, 4]","[-1, -15, -5, 4]","[-0.07142857142857142, -0.0625, 0.2]","[-1.0, -0.06666666666666667, -0.2]","[-56, -64, 20]","[-4, -60, -20]","[-16, -14, 5]","[-1, -5, -15]","[14, 240, -25]","[16, 70, -75]","[-30, 132, -9]","[224, 3840, -400]","[0.07142857142857142, 0.004166666666666667, -0.04000000000000001]","[14, 240, -25, 16]","[14, 240]",Violate,Violate,Violate,Violate,No-violate,No-violate,1,1,1,1,0,0
17,"[7, -1, 3, 11, -4, -8, -9, 8, 9, -2, 2]","[6, 0, 16, -15, 1, 11, -12, 10, 11, -2, -14]","[11, 3, 7, 15, 0, -4, -5, 12, 13, 2, 6]","[10, 4, 20, -11, 5, 15, -8, 14, 15, 2, -10]","[7, -1, 11, -4, -8, -9, 8, 9, -2, 2]","[6, 0, -15, 1, 11, -12, 10, 11, -2, -14]","[4, 7, -1, 3, 11, -4, -8, -9, 8, 9, -2, 2]","[4, 6, 0, 16, -15, 1, 11, -12, 10, 11, -2, -14]","[0.14285714285714285, -1.0, 0.3333333333333333, 0.09090909090909091, -0.25, -0.125, -0.1111111111111111, 0.125, 0.1111111111111111, -0.5, 0.5]","[0.16666666666666666, 'ZeroDivisionError', 0.0625, -0.06666666666666667, 1.0, 0.09090909090909091, -0.08333333333333333, 0.1, 0.09090909090909091, -0.5, -0.07142857142857142]","[28, -4, 12, 44, -16, -32, -36, 32, 36, -8, 8]","[24, 0, 64, -60, 4, 44, -48, 40, 44, -8, -56]","[8, -8, 3, 11, 7, -1, 9, -2, -4, -9, 2]","[-12, -15, -14, 16, 11, 10, 11, 0, 6, 1, -2]","[42, 0, 48, -165, -4, -88, 108, 80, 99, 4, -28]","[-96, 120, -42, 176, 77, -10, 99, 0, -24, -9, -4]","[110, 12, 140, -165, 0, -60, 40, 168, 195, 4, -60]","[672, 0, 768, -2640, -64, -1408, 1728, 1280, 1584, 64, -448]",error,"[16, 42, 0, 48, -165, -4, -88, 108, 80, 99, 4, -28]","[42, 0, -165, -4, -88, 108, 80, 99, 4, -28]",Violate,Violate,Violate,error,No-violate,No-violate,1,1,1,error,0,0
18,"[-2, -5, -6, -6, -7, -3, -2, -11, 4, 5, -13, -5, 5]","[-9, 2, -17, -4, -15, -5, -1, -14, -11, -16, -12, 3, 1]","[2, -1, -2, -2, -3, 1, 2, -7, 8, 9, -9, -1, 9]","[-5, 6, -13, 0, -11, -1, 3, -10, -7, -12, -8, 7, 5]","[-5, -6, -6, -7, -3, -2, -11, 4, 5, -13, -5, 5]","[2, -17, -4, -15, -5, -1, -14, -11, -16, -12, 3, 1]","[-2, -5, -6, -6, -7, -3, -2, -11, 4, 5, -13, -5, 5, 4]","[-9, 2, -17, -4, -15, -5, -1, -14, -11, -16, -12, 3, 1, 4]","[-0.5, -0.2, -0.16666666666666666, -0.16666666666666666, -0.14285714285714285, -0.3333333333333333, -0.5, -0.09090909090909091, 0.25, 0.2, -0.07692307692307693, -0.2, 0.2]","[-0.1111111111111111, 0.5, -0.058823529411764705, -0.25, -0.06666666666666667, -0.2, -1.0, -0.07142857142857142, -0.09090909090909091, -0.0625, -0.08333333333333333, 0.3333333333333333, 1.0]","[-8, -20, -24, -24, -28, -12, -8, -44, 16, 20, -52, -20, 20]","[-36, 8, -68, -16, -60, -20, -4, -56, -44, -64, -48, 12, 4]","[5, -2, -3, -5, -2, -13, -5, -6, -11, 5, 4, -7, -6]","[-15, -12, -14, -5, -1, -16, 3, -9, 2, -17, -11, 1, -4]","[18, -10, 102, 24, 105, 15, 2, 154, -44, -80, 156, -15, 5]","[-75, 24, 42, 25, 2, 208, -15, 54, -22, -85, -44, -7, 24]","[-10, -6, 26, 0, 33, -1, 6, 70, -56, -108, 72, -7, 45]","[288, -160, 1632, 384, 1680, 240, 32, 2464, -704, -1280, 2496, -240, 80]","[0.05555555555555555, -0.1, 0.00980392156862745, 0.041666666666666664, 0.009523809523809523, 0.06666666666666667, 0.5, 0.006493506493506493, -0.022727272727272728, -0.0125, 0.00641025641025641, -0.06666666666666667, 0.2]","[18, -10, 102, 24, 105, 15, 2, 154, -44, -80, 156, -15, 5, 16]","[-10, 102, 24, 105, 15, 2, 154, -44, -80, 156, -15, 5]",Violate,Violate,Violate,Violate,No-violate,No-violate,1,1,1,1,0,0
19,"[0, -1, 11, -3]","[14, 16, -3, 16]","[4, 3, 15, 1]","[18, 20, 1, 20]","[0, -1, -3]","[14, 16, 16]","[4, 0, -1, 11, -3]","[4, 14, 16, -3, 16]","['ZeroDivisionError', -1.0, 0.09090909090909091, -0.3333333333333333]","[0.07142857142857142, 0.0625, -0.3333333333333333, 0.0625]","[0, -4, 44, -12]","[56, 64, -12, 64]","[11, -1, -3, 0]","[14, 16, 16, -3]","[0, -16, -33, -48]","[154, -16, -48, 0]","[72, 60, 15, 20]","[0, -256, -528, -768]",error,"[16, 0, -16, -33, -48]","[0, -16, -48]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
20,"[-7, 11, -4, 13, 1, 7, 12, -10, 2, 0, 14, -8, -15, -3]","[7, -14, -7, 10, 18, 5, 18, 10, -11, -6, 2, 5, 5, 4]","[-3, 15, 0, 17, 5, 11, 16, -6, 6, 4, 18, -4, -11, 1]","[11, -10, -3, 14, 22, 9, 22, 14, -7, -2, 6, 9, 9, 8]","[-7, 11, -4, 1, 7, 12, -10, 2, 0, 14, -8, -15, -3]","[7, -14, -7, 18, 5, 18, 10, -11, -6, 2, 5, 5, 4]","[-7, 11, -4, 13, 1, 7, 4, 12, -10, 2, 0, 14, -8, -15, -3]","[7, -14, -7, 10, 18, 5, 4, 18, 10, -11, -6, 2, 5, 5, 4]","[-0.14285714285714285, 0.09090909090909091, -0.25, 0.07692307692307693, 1.0, 0.14285714285714285, 0.08333333333333333, -0.1, 0.5, 'ZeroDivisionError', 0.07142857142857142, -0.125, -0.06666666666666667, -0.3333333333333333]","[0.14285714285714285, -0.07142857142857142, -0.14285714285714285, 0.1, 0.05555555555555555, 0.2, 0.05555555555555555, 0.1, -0.09090909090909091, -0.16666666666666666, 0.5, 0.2, 0.2, 0.25]","[-28, 44, -16, 52, 4, 28, 48, -40, 8, 0, 56, -32, -60, -12]","[28, -56, -28, 40, 72, 20, 72, 40, -44, -24, 8, 20, 20, 16]","[11, 14, -3, -7, -4, -8, 13, 0, 2, -15, 12, 1, -10, 7]","[-14, 4, 5, 2, -6, -7, 7, -11, 5, 18, 5, 10, 10, 18]","[-49, -154, 28, 130, 18, 35, 216, -100, -22, 0, 28, -40, -75, -12]","[-154, 56, -15, -14, 24, 56, 91, 0, 10, -270, 60, 10, -100, 126]","[-33, -150, 0, 238, 110, 99, 352, -84, -42, -8, 108, -36, -99, 8]","[-784, -2464, 448, 2080, 288, 560, 3456, -1600, -352, 0, 448, -640, -1200, -192]",error,"[-49, -154, 28, 130, 18, 35, 16, 216, -100, -22, 0, 28, -40, -75, -12]","[-49, -154, 28, 18, 35, 216, -100, -22, 0, 28, -40, -75, -12]",Violate,Violate,Violate,error,No-violate,No-violate,1,1,1,error,0,0
