,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
10,"[5, -4, 14, -5, 11, 6, -2]","[-1, 3, -8, -2, 0, 7, 1]","[5, -4, 14, -5, 11, 6, -2]","[3, 7, -4, 2, 4, 11, 5]","[5, -4, 14, -5, 6, -2]","[-1, 3, -8, -2, 7, 1]","[5, -4, 14, -5, 11, 6, 0, -2]","[-1, 3, -8, -2, 0, 7, 4, 1]","[1.25, -1.3333333333333333, 0.29166666666666663, 0.35714285714285715, 0.09090909090909091, 0.07692307692307693, -1.0]","[-1.0, 0.3333333333333333, -0.125, -0.5, 'ZeroDivisionError', 0.14285714285714285, 1.0]","[20, -16, 56, -20, 44, 24, -8]","[-4, 12, -32, -8, 0, 28, 4]","[-2, -5, -4, 7, 21, 4, 4]","[1, -2, 3, -1, -8, 7, 0]","[5, -4, 14, -5, 11, 6, -2]","[-2, -5, -4, 7, 21, 4, 4]","[5, -4, 14, -5, 11, 6, -2]","[20, -16, 56, -20, 44, 24, -8]",error,"[5, -4, 14, -5, 11, 6, 0, -2]","[5, -4, 14, -5, 6, -2]",Violate,Violate,Violate,error,No-violate,No-violate,1,1,1,error,0,0
11,"[-17, -17, 16, -10, 0]","[18, 17, -2, 16, 14]","[-17, -17, 16, -10, 0]","[22, 21, 2, 20, 18]","[-17, -17, -10, 0]","[18, 17, 16, 14]","[-17, -17, 16, -10, 0, 0]","[18, 17, -2, 16, 4, 14]","[0.9444444444444444, 'ZeroDivisionError', 0.07142857142857142, 0.16666666666666666, 0.07142857142857142]","[0.05555555555555555, 0.058823529411764705, -0.5, 0.0625, 0.07142857142857142]","[-68, -68, 64, -40, 0]","[72, 68, -8, 64, 56]","[3, -2, -18, -3, -8]","[-2, 16, 18, 17, 14]","[-17, -17, 16, -10, 0]","[3, -2, -18, -3, -8]","[-17, -17, 16, -10, 0]","[-68, -68, 64, -40, 0]",error,"[-17, -17, 16, -10, 0, 0]","[-17, -17, -10, 0]",Violate,Violate,Violate,error,No-violate,No-violate,1,1,1,error,0,0
12,"[1, 9, -1, -7, -1, 3]","[-2, -4, 12, 7, 1, 4]","[1, 9, -1, -7, -1, 3]","[2, 0, 16, 11, 5, 8]","[1, 9, -7, -1, 3]","[-2, -4, 7, 1, 4]","[1, 9, -1, 0, -7, -1, 3]","[-2, -4, 12, 4, 7, 1, 4]","[-0.5, 0.45, 0.007575757575757583, 'ZeroDivisionError', 'ZeroDivisionError', 0.14285714285714285]","[-0.5, -0.25, 0.08333333333333333, 0.14285714285714285, 1.0, 0.25]","[4, 36, -4, -28, -4, 12]","[-8, -16, 48, 28, 4, 16]","[-4, 4, 4, 2, 3, -5]","[4, 7, 1, -2, -4, 12]","[1, 9, -1, -7, -1, 3]","[-4, 4, 4, 2, 3, -5]","[1, 9, -1, -7, -1, 3]","[4, 36, -4, -28, -4, 12]",error,"[1, 9, -1, 0, -7, -1, 3]","[1, 9, -7, -1, 3]",Violate,Violate,Violate,error,No-violate,No-violate,1,1,1,error,0,0
13,"[5, -4, 0, 13, 4]","[-2, 5, -4, -7, 3]","[5, -4, 0, 13, 4]","[2, 9, 0, -3, 7]","[5, -4, 13, 4]","[-2, 5, -7, 3]","[5, 0, -4, 0, 13, 4]","[-2, 4, 5, -4, -7, 3]","[0.8333333333333333, 0.8, 0.0, 0.30952380952380953, -0.19047619047619047]","[-0.5, 0.2, -0.25, -0.14285714285714285, 0.3333333333333333]","[20, -16, 0, 52, 16]","[-8, 20, -16, -28, 12]","[11, 10, -2, -9, 8]","[-4, -7, 3, 5, -2]","[5, -4, 0, 13, 4]","[11, 10, -2, -9, 8]","[5, -4, 0, 13, 4]","[20, -16, 0, 52, 16]","[0.8333333333333333, 0.8, 0.0, 0.30952380952380953, -0.19047619047619047]","[5, 0, -4, 0, 13, 4]","[5, -4, 13, 4]",Violate,Violate,Violate,Violate,No-violate,No-violate,1,1,1,1,0,0
14,"[5, 1, 9, -1, 2, 8, -2, -11, -10, -6, 12, 0, 3]","[-3, -9, -8, -3, -10, -10, -2, -1, 3, -5, -13, -3, -4]","[5, 1, 9, -1, 2, 8, -2, -11, -10, -6, 12, 0, 3]","[1, -5, -4, 1, -6, -6, 2, 3, 7, -1, -9, 1, 0]","[5, 1, 9, -1, 2, 8, -2, -10, -6, 12, 0, 3]","[-3, -9, -8, -3, -10, -10, -2, 3, -5, -13, -3, -4]","[5, 1, 9, -1, 2, 8, -2, -11, -10, -6, 12, 0, 3, 0]","[-3, -9, -8, -3, -10, -10, -2, -1, 3, -5, -13, -3, -4, 4]","[0.8333333333333333, -0.013888888888888895, 1.125, 0.08333333333333331, -0.024999999999999994, -0.4, 0.25, 0.9166666666666666, -0.47619047619047616, 0.1090909090909091, -0.9230769230769231, 0.0, -0.75]","[-0.3333333333333333, -0.1111111111111111, -0.125, -0.3333333333333333, -0.1, -0.1, -0.5, -1.0, 0.3333333333333333, -0.2, -0.07692307692307693, -0.3333333333333333, -0.25]","[20, 4, 36, -4, 8, 32, -8, -44, -40, -24, 48, 0, 12]","[-12, -36, -32, -12, -40, -40, -8, -4, 12, -20, -52, -12, -16]","[-2, 2, -9, -1, 12, 2, 4, 2, 4, 1, -2, -5, 2]","[-10, -3, -2, 3, -13, -4, -3, -10, -8, -5, -1, -3, -9]","[5, 1, 9, -1, 2, 8, -2, -11, -10, -6, 12, 0, 3]","[-2, 2, -9, -1, 12, 2, 4, 2, 4, 1, -2, -5, 2]","[5, 1, 9, -1, 2, 8, -2, -11, -10, -6, 12, 0, 3]","[20, 4, 36, -4, 8, 32, -8, -44, -40, -24, 48, 0, 12]","[0.8333333333333333, -0.013888888888888895, 1.125, 0.08333333333333331, -0.024999999999999994, -0.4, 0.25, 0.9166666666666666, -0.47619047619047616, 0.1090909090909091, -0.9230769230769231, 0.0, -0.75]","[5, 1, 9, -1, 2, 8, -2, -11, -10, -6, 12, 0, 3, 0]","[5, 1, 9, -1, 2, 8, -2, -10, -6, 12, 0, 3]",Violate,Violate,Violate,Violate,No-violate,No-violate,1,1,1,1,0,0
15,"[-3, -4, -9, -8, 3, 11, 5, -13, -9, -6, -4, 3]","[10, -15, 7, -9, -14, -11, -18, 9, -3, -3, -6, 3]","[-3, -4, -9, -8, 3, 11, 5, -13, -9, -6, -4, 3]","[14, -11, 11, -5, -10, -7, -14, 13, 1, 1, -2, 7]","[-3, -4, -9, -8, 11, 5, -13, -9, -6, -4, 3]","[10, -15, 7, -9, -11, -18, 9, -3, -3, -6, 3]","[0, -3, -4, -9, -8, 3, 11, 5, -13, -9, -6, -4, 3]","[4, 10, -15, 7, -9, -14, -11, -18, 9, -3, -3, -6, 3]","[0.042857142857142844, 0.014035087719298248, -0.6428571428571428, 0.0522875816993464, -0.019480519480519487, 'ZeroDivisionError', -0.07692307692307693, -0.25, -0.08333333333333333, -0.1111111111111111, -0.1, 0.16666666666666666]","[0.1, -0.06666666666666667, 0.14285714285714285, -0.1111111111111111, -0.07142857142857142, -0.09090909090909091, -0.05555555555555555, 0.1111111111111111, -0.3333333333333333, -0.3333333333333333, -0.16666666666666666, 0.3333333333333333]","[-12, -16, -36, -32, 12, 44, 20, -52, -36, -24, -16, 12]","[40, -60, 28, -36, -56, -44, -72, 36, -12, -12, -24, 12]","[-26, 10, 15, -22, -12, 5, -14, -14, -6, 9, 1, 20]","[7, -3, -15, 9, 10, -9, -3, 3, -6, -18, -11, -14]","[-3, -4, -9, -8, 3, 11, 5, -13, -9, -6, -4, 3]","[-26, 10, 15, -22, -12, 5, -14, -14, -6, 9, 1, 20]","[-3, -4, -9, -8, 3, 11, 5, -13, -9, -6, -4, 3]","[-12, -16, -36, -32, 12, 44, 20, -52, -36, -24, -16, 12]",error,"[0, -3, -4, -9, -8, 3, 11, 5, -13, -9, -6, -4, 3]","[-3, -4, -9, -8, 11, 5, -13, -9, -6, -4, 3]",Violate,Violate,Violate,error,No-violate,No-violate,1,1,1,error,0,0
16,"[-13, -1, 10]","[-1, -15, -5]","[-13, -1, 10]","[3, -11, -1]","[-13, -1]","[-1, -15]","[-13, -1, 10, 0]","[-1, -15, -5, 4]","[0.9285714285714286, 0.004166666666666666, 0.4]","[-1.0, -0.06666666666666667, -0.2]","[-52, -4, 40]","[-4, -60, -20]","[-15, -9, 20]","[-1, -5, -15]","[-13, -1, 10]","[-15, -9, 20]","[-13, -1, 10]","[-52, -4, 40]","[0.9285714285714286, 0.004166666666666666, 0.4]","[-13, -1, 10, 0]","[-13, -1]",Violate,Violate,Violate,Violate,No-violate,No-violate,1,1,1,1,0,0
17,"[1, -1, -13, 26, -5, -19, 3, -2, -2, 0, 16]","[6, 0, 16, -15, 1, 11, -12, 10, 11, -2, -14]","[1, -1, -13, 26, -5, -19, 3, -2, -2, 0, 16]","[10, 4, 20, -11, 5, 15, -8, 14, 15, 2, -10]","[1, -1, 26, -5, -19, 3, -2, -2, 0, 16]","[6, 0, -15, 1, 11, -12, 10, 11, -2, -14]","[0, 1, -1, -13, 26, -5, -19, 3, -2, -2, 0, 16]","[4, 6, 0, 16, -15, 1, 11, -12, 10, 11, -2, -14]","[-0.023809523809523808, -1.0, 0.3333333333333333, 0.09090909090909091, -0.25, -0.125, -0.1111111111111111, 0.125, 0.1111111111111111, -0.5, 0.5]","[0.16666666666666666, 'ZeroDivisionError', 0.0625, -0.06666666666666667, 1.0, 0.09090909090909091, -0.08333333333333333, 0.1, 0.09090909090909091, -0.5, -0.07142857142857142]","[4, -4, -52, 104, -20, -76, 12, -8, -8, 0, 64]","[24, 0, 64, -60, 4, 44, -48, 40, 44, -8, -56]","[20, 7, 17, -5, -4, -11, -2, -2, -10, -10, 4]","[-12, -15, -14, 16, 11, 10, 11, 0, 6, 1, -2]","[1, -1, -13, 26, -5, -19, 3, -2, -2, 0, 16]","[20, 7, 17, -5, -4, -11, -2, -2, -10, -10, 4]","[1, -1, -13, 26, -5, -19, 3, -2, -2, 0, 16]","[4, -4, -52, 104, -20, -76, 12, -8, -8, 0, 64]",error,"[0, 1, -1, -13, 26, -5, -19, 3, -2, -2, 0, 16]","[1, -1, 26, -5, -19, 3, -2, -2, 0, 16]",Violate,Violate,Violate,error,No-violate,No-violate,1,1,1,error,0,0
18,"[7, -7, 11, -2, 8, 2, -1, 3, 15, 21, -1, -8, 4]","[-9, 2, -17, -4, -15, -5, -1, -14, -11, -16, -12, 3, 1]","[7, -7, 11, -2, 8, 2, -1, 3, 15, 21, -1, -8, 4]","[-5, 6, -13, 0, -11, -1, 3, -10, -7, -12, -8, 7, 5]","[-7, 11, -2, 8, 2, -1, 3, 15, 21, -1, -8, 4]","[2, -17, -4, -15, -5, -1, -14, -11, -16, -12, 3, 1]","[7, -7, 11, -2, 8, 2, -1, 3, 15, 21, -1, -8, 4, 0]","[-9, 2, -17, -4, -15, -5, -1, -14, -11, -16, -12, 3, 1, 4]","[-0.3888888888888889, -0.7, -0.10784313725490195, 0.08333333333333334, -0.07619047619047618, -0.1333333333333333, 0.5, -0.019480519480519487, 0.34090909090909094, 0.2625, 0.006410256410256401, -0.5333333333333333, -0.8]","[-0.1111111111111111, 0.5, -0.058823529411764705, -0.25, -0.06666666666666667, -0.2, -1.0, -0.07142857142857142, -0.09090909090909091, -0.0625, -0.08333333333333333, 0.3333333333333333, 1.0]","[28, -28, 44, -8, 32, 8, -4, 12, 60, 84, -4, -32, 16]","[-36, 8, -68, -16, -60, -20, -4, -56, -44, -64, -48, 12, 4]","[20, 10, 11, 0, -1, 3, -8, 3, -13, 22, 15, -8, -2]","[-15, -12, -14, -5, -1, -16, 3, -9, 2, -17, -11, 1, -4]","[7, -7, 11, -2, 8, 2, -1, 3, 15, 21, -1, -8, 4]","[20, 10, 11, 0, -1, 3, -8, 3, -13, 22, 15, -8, -2]","[7, -7, 11, -2, 8, 2, -1, 3, 15, 21, -1, -8, 4]","[28, -28, 44, -8, 32, 8, -4, 12, 60, 84, -4, -32, 16]","[-0.3888888888888889, -0.7, -0.10784313725490195, 0.08333333333333334, -0.07619047619047618, -0.1333333333333333, 0.5, -0.019480519480519487, 0.34090909090909094, 0.2625, 0.006410256410256401, -0.5333333333333333, -0.8]","[7, -7, 11, -2, 8, 2, -1, 3, 15, 21, -1, -8, 4, 0]","[-7, 11, -2, 8, 2, -1, 3, 15, 21, -1, -8, 4]",Violate,Violate,Violate,Violate,No-violate,No-violate,1,1,1,1,0,0
19,"[-14, -17, 14, -19]","[14, 16, -3, 16]","[-14, -17, 14, -19]","[18, 20, 1, 20]","[-14, -17, -19]","[14, 16, 16]","[0, -14, -17, 14, -19]","[4, 14, 16, -3, 16]","['ZeroDivisionError', -1.0, 0.09090909090909091, -0.3333333333333333]","[0.07142857142857142, 0.0625, -0.3333333333333333, 0.0625]","[-56, -68, 56, -76]","[56, 64, -12, 64]","[-3, -17, -19, 3]","[14, 16, 16, -3]","[-14, -17, 14, -19]","[-3, -17, -19, 3]","[-14, -17, 14, -19]","[-56, -68, 56, -76]",error,"[0, -14, -17, 14, -19]","[-14, -17, -19]",Violate,Violate,Violate,error,No-violate,No-violate,1,1,1,error,0,0
20,"[-14, 25, 3, 3, -17, 2, -6, -20, 13, 6, 12, -13, -20, -7]","[7, -14, -7, 10, 18, 5, 18, 10, -11, -6, 2, 5, 5, 4]","[-14, 25, 3, 3, -17, 2, -6, -20, 13, 6, 12, -13, -20, -7]","[11, -10, -3, 14, 22, 9, 22, 14, -7, -2, 6, 9, 9, 8]","[-14, 25, 3, -17, 2, -6, -20, 13, 6, 12, -13, -20, -7]","[7, -14, -7, 18, 5, 18, 10, -11, -6, 2, 5, 5, 4]","[-14, 25, 3, 3, -17, 2, 0, -6, -20, 13, 6, 12, -13, -20, -7]","[7, -14, -7, 10, 18, 5, 4, 18, 10, -11, -6, 2, 5, 5, 4]","[-0.2857142857142857, 0.16233766233766234, -0.10714285714285715, -0.023076923076923078, 0.9444444444444444, -0.05714285714285716, 0.027777777777777776, -0.2, 0.5909090909090909, 'ZeroDivisionError', 0.07142857142857142, -0.125, -0.06666666666666667, -0.3333333333333333]","[0.14285714285714285, -0.07142857142857142, -0.14285714285714285, 0.1, 0.05555555555555555, 0.2, 0.05555555555555555, 0.1, -0.09090909090909091, -0.16666666666666666, 0.5, 0.2, 0.2, 0.25]","[-56, 100, 12, 12, -68, 8, -24, -80, 52, 24, 48, -52, -80, -28]","[28, -56, -28, 40, 72, 20, 72, 40, -44, -24, 8, 20, 20, 16]","[25, 10, -8, -9, 2, -1, 6, 11, -3, -33, 7, -9, -20, -11]","[-14, 4, 5, 2, -6, -7, 7, -11, 5, 18, 5, 10, 10, 18]","[-14, 25, 3, 3, -17, 2, -6, -20, 13, 6, 12, -13, -20, -7]","[25, 10, -8, -9, 2, -1, 6, 11, -3, -33, 7, -9, -20, -11]","[-14, 25, 3, 3, -17, 2, -6, -20, 13, 6, 12, -13, -20, -7]","[-56, 100, 12, 12, -68, 8, -24, -80, 52, 24, 48, -52, -80, -28]",error,"[-14, 25, 3, 3, -17, 2, 0, -6, -20, 13, 6, 12, -13, -20, -7]","[-14, 25, 3, -17, 2, -6, -20, 13, 6, 12, -13, -20, -7]",Violate,Violate,Violate,error,No-violate,No-violate,1,1,1,error,0,0
