,key_original_file,isEmpty,has_zeros,has_duplicates,is_sorted,contains_even_numbers,contains_odd_numbers,contains_integers,contains_floats,more_positive_or_negative,weigth_of_list,vs,vs_str
44,44,False,False,False,False,True,True,True,False,p,wp,0,No-violate
45,45,False,False,False,True,False,True,True,False,p,wp,0,No-violate
46,46,False,True,False,False,True,True,True,False,n,wn,0,No-violate
47,47,False,False,True,False,True,True,True,False,p,wp,0,No-violate
48,48,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
49,49,False,True,True,False,True,True,True,False,p,wp,0,No-violate
50,50,False,False,False,False,True,True,True,False,p,wp,0,No-violate
51,51,False,False,True,False,True,True,True,False,n,wn,0,No-violate
52,52,False,True,True,False,True,True,True,False,e,wn,0,No-violate
53,53,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
54,54,False,False,True,False,True,True,True,False,e,wp,0,No-violate
55,55,False,False,False,False,True,True,True,False,p,wp,0,No-violate
56,56,False,True,True,False,True,True,True,False,n,wn,0,No-violate
57,57,False,False,False,False,True,False,True,False,p,wp,0,No-violate
58,58,False,False,True,False,True,True,True,False,n,wn,0,No-violate
59,59,False,False,True,False,True,True,True,False,n,wn,0,No-violate
60,60,False,True,False,False,True,True,True,False,p,wp,0,No-violate
61,61,False,False,False,False,True,True,True,False,e,wp,0,No-violate
62,62,False,False,True,False,True,True,True,False,n,wn,0,No-violate
63,63,False,False,True,False,True,True,True,False,p,wp,0,No-violate
64,64,False,False,False,False,True,True,True,False,p,wp,0,No-violate
65,65,False,False,False,False,True,True,True,False,n,wn,0,No-violate
66,66,False,False,False,False,True,True,True,False,p,wp,0,No-violate
67,67,False,False,True,False,True,True,True,False,p,wp,0,No-violate
68,68,False,False,True,False,True,True,True,False,p,wp,0,No-violate
69,69,False,True,True,False,True,True,True,False,e,wn,0,No-violate
70,70,False,False,False,False,True,True,True,False,n,wn,0,No-violate
71,71,False,False,True,False,True,True,True,False,n,wn,0,No-violate
72,72,False,False,True,False,True,True,True,False,n,wn,0,No-violate
73,73,False,True,True,False,True,True,True,False,p,wp,0,No-violate
74,74,False,False,True,False,True,True,True,False,n,wn,0,No-violate
75,75,False,True,True,False,True,True,True,False,n,wn,0,No-violate
76,76,False,False,True,False,True,True,True,False,n,wn,0,No-violate
77,77,False,False,False,True,False,True,True,False,p,wp,0,No-violate
78,78,False,False,True,False,True,True,True,False,p,wp,0,No-violate
79,79,False,False,False,False,True,True,True,False,p,wp,0,No-violate
80,80,False,False,False,False,True,True,True,False,n,wn,0,No-violate
81,81,False,False,False,False,True,True,True,False,n,wn,0,No-violate
82,82,False,False,False,False,True,True,True,False,n,wn,0,No-violate
83,83,False,False,True,False,True,True,True,False,n,wn,0,No-violate
84,84,False,True,False,False,True,True,True,False,p,wp,0,No-violate
85,85,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
86,86,False,False,True,False,True,True,True,False,e,wn,0,No-violate
87,87,False,False,False,True,True,False,True,False,n,wn,0,No-violate
88,88,False,False,True,False,True,True,True,False,n,wn,0,No-violate
89,89,False,True,True,False,True,True,True,False,n,wn,0,No-violate
90,90,False,False,True,False,True,True,True,False,e,wp,0,No-violate
91,91,False,False,True,False,True,True,True,False,p,wp,0,No-violate
92,92,False,False,False,False,True,True,True,False,e,wn,0,No-violate
93,93,False,False,False,False,True,True,True,False,n,wn,0,No-violate
94,94,False,True,True,False,True,True,True,False,p,wp,0,No-violate
95,95,False,False,False,True,True,False,True,False,p,wp,0,No-violate
96,96,False,True,True,False,True,True,True,False,p,wp,0,No-violate
97,97,False,False,True,False,True,True,True,False,p,wp,0,No-violate
98,98,False,True,True,False,True,True,True,False,p,wp,0,No-violate
99,99,False,False,False,False,True,True,True,False,e,wp,0,No-violate
100,100,False,False,True,False,True,True,True,False,n,wn,0,No-violate
101,101,False,False,False,False,True,True,True,False,p,wp,0,No-violate
102,102,False,False,True,False,True,True,True,False,n,wn,0,No-violate
103,103,False,False,False,False,True,True,True,False,n,wn,0,No-violate
104,104,False,False,True,False,True,True,True,False,p,wn,0,No-violate
105,105,False,False,True,False,True,True,True,False,p,wp,0,No-violate
106,106,False,False,True,False,True,True,True,False,n,wn,0,No-violate
107,107,False,False,False,False,True,True,True,False,p,wp,0,No-violate
108,108,False,True,False,False,True,True,True,False,p,wp,0,No-violate
109,109,False,False,True,False,True,True,True,False,n,wn,0,No-violate
110,110,False,False,False,False,True,False,True,False,n,wn,0,No-violate
111,111,False,False,True,False,True,True,True,False,n,wn,0,No-violate
112,112,False,False,True,False,True,True,True,False,n,wn,0,No-violate
113,113,False,False,False,False,True,True,True,False,n,wn,0,No-violate
114,114,False,False,True,False,True,True,True,False,n,wn,0,No-violate
115,115,False,False,False,False,True,True,True,False,p,wp,0,No-violate
116,116,False,False,False,False,True,True,True,False,p,wp,0,No-violate
117,117,False,True,False,False,True,True,True,False,n,wn,0,No-violate
118,118,False,False,False,False,True,True,True,False,p,wp,0,No-violate
119,119,False,False,False,True,False,True,True,False,p,wp,0,No-violate
120,120,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
121,121,False,False,True,False,False,True,True,False,n,wn,0,No-violate
122,122,False,False,True,False,True,True,True,False,n,wn,0,No-violate
123,123,False,False,True,False,True,True,True,False,n,wn,0,No-violate
124,124,False,False,True,False,True,True,True,False,p,wp,0,No-violate
125,125,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
126,126,False,False,True,False,True,True,True,False,p,wn,0,No-violate
127,127,False,False,False,False,True,True,True,False,p,wp,0,No-violate
128,128,False,False,True,False,True,True,True,False,n,wn,0,No-violate
129,129,False,False,True,False,True,True,True,False,p,wn,0,No-violate
130,130,False,False,False,False,True,True,True,False,n,wn,0,No-violate
131,131,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
132,132,False,False,False,False,True,True,True,False,e,wn,0,No-violate
133,133,False,False,False,False,True,True,True,False,n,wn,0,No-violate
134,134,False,False,True,False,True,True,True,False,n,wn,0,No-violate
135,135,False,False,False,False,True,True,True,False,p,wp,0,No-violate
136,136,False,True,True,False,True,True,True,False,n,wn,0,No-violate
137,137,False,True,False,False,True,True,True,False,n,wn,0,No-violate
138,138,False,False,False,False,False,True,True,False,e,wp,0,No-violate
139,139,False,True,True,False,True,True,True,False,n,wn,0,No-violate
140,140,False,False,True,False,True,True,True,False,n,wn,0,No-violate
141,141,False,False,True,False,True,True,True,False,p,wp,0,No-violate
142,142,False,False,False,False,True,True,True,False,p,wn,0,No-violate
143,143,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
144,144,False,False,True,False,True,True,True,False,e,wn,0,No-violate
145,145,False,False,False,True,True,True,True,False,n,wn,0,No-violate
146,146,False,False,True,False,True,True,True,False,n,wn,0,No-violate
147,147,False,True,True,False,True,True,True,False,n,wn,0,No-violate
148,148,False,False,True,False,True,True,True,False,p,wp,0,No-violate
149,149,False,False,False,True,True,False,True,False,p,wp,0,No-violate
150,150,False,False,True,False,True,True,True,False,n,wn,0,No-violate
151,151,False,False,False,True,True,True,True,False,p,wp,0,No-violate
152,152,False,False,True,False,True,True,True,False,p,wp,0,No-violate
153,153,False,True,False,False,True,True,True,False,e,wp,0,No-violate
154,154,False,False,True,False,True,True,True,False,n,wp,0,No-violate
155,155,False,False,True,False,True,True,True,False,n,wn,0,No-violate
156,156,False,False,True,False,True,True,True,False,n,wn,0,No-violate
157,157,False,False,False,False,True,True,True,False,p,wp,0,No-violate
158,158,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
159,159,False,False,True,False,True,True,True,False,n,wn,0,No-violate
160,160,False,False,True,False,True,True,True,False,n,wn,0,No-violate
161,161,False,False,False,True,True,True,True,False,n,we,0,No-violate
162,162,False,False,True,False,True,True,True,False,p,wp,0,No-violate
163,163,False,False,False,False,True,True,True,False,n,wn,0,No-violate
164,164,False,True,True,False,True,True,True,False,p,wp,0,No-violate
165,165,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
166,166,False,True,False,False,True,True,True,False,e,wp,0,No-violate
167,167,False,False,True,False,True,True,True,False,p,wp,0,No-violate
168,168,False,False,False,False,True,True,True,False,n,wn,0,No-violate
169,169,False,True,True,False,True,True,True,False,n,wn,0,No-violate
170,170,False,False,False,True,True,False,True,False,p,wp,0,No-violate
171,171,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
172,172,False,False,True,False,True,True,True,False,n,wn,0,No-violate
173,173,False,False,False,False,True,True,True,False,p,wp,0,No-violate
174,174,False,False,False,True,False,True,True,False,p,wp,0,No-violate
175,175,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
176,176,False,False,False,False,True,True,True,False,p,wp,0,No-violate
177,177,False,False,False,False,False,True,True,False,p,wp,0,No-violate
178,178,False,False,True,False,True,True,True,False,p,wp,0,No-violate
179,179,False,False,False,False,True,True,True,False,e,wp,0,No-violate
180,180,False,False,True,False,True,True,True,False,p,wp,0,No-violate
181,181,False,False,False,False,True,True,True,False,e,wn,0,No-violate
182,182,False,True,True,False,True,True,True,False,p,wn,0,No-violate
183,183,False,False,False,True,True,True,True,False,e,wp,0,No-violate
184,184,False,False,True,False,True,True,True,False,p,wp,0,No-violate
185,185,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
186,186,False,False,False,False,True,True,True,False,p,wp,0,No-violate
187,187,False,False,True,False,True,True,True,False,n,wn,0,No-violate
188,188,False,False,False,True,False,True,True,False,p,wp,0,No-violate
189,189,False,False,True,False,True,True,True,False,p,wp,0,No-violate
190,190,False,False,True,False,True,True,True,False,p,wp,0,No-violate
191,191,False,True,False,False,True,True,True,False,e,wp,0,No-violate
192,192,False,False,False,False,True,True,True,False,p,wp,0,No-violate
193,193,False,False,True,False,True,True,True,False,n,wn,0,No-violate
194,194,False,False,True,False,True,True,True,False,n,wp,0,No-violate
195,195,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
196,196,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
197,197,False,False,True,False,True,True,True,False,p,wn,0,No-violate
198,198,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
199,199,False,False,False,False,True,True,True,False,p,wp,0,No-violate
200,200,False,False,False,False,True,True,True,False,n,wn,0,No-violate
201,201,False,False,False,False,True,False,True,False,n,wn,0,No-violate
202,202,False,False,False,False,True,False,True,False,n,wn,0,No-violate
203,203,False,False,False,True,True,False,True,False,p,wp,0,No-violate
204,204,False,False,False,False,True,True,True,False,p,wp,0,No-violate
205,205,False,False,True,False,True,True,True,False,e,wp,0,No-violate
206,206,False,False,True,False,True,True,True,False,p,wp,0,No-violate
207,207,False,False,False,False,True,True,True,False,p,wp,0,No-violate
208,208,False,False,True,False,True,True,True,False,n,wn,0,No-violate
209,209,False,False,False,False,True,True,True,False,p,wp,0,No-violate
210,210,False,False,False,False,True,True,True,False,n,wn,0,No-violate
211,211,False,True,True,False,True,True,True,False,p,wp,0,No-violate
212,212,False,False,True,False,True,True,True,False,p,wp,0,No-violate
213,213,False,False,False,True,True,True,True,False,e,wn,0,No-violate
214,214,False,False,True,False,True,True,True,False,e,wp,0,No-violate
215,215,False,False,True,False,True,True,True,False,n,wn,0,No-violate
216,216,False,False,False,True,True,False,True,False,n,wn,0,No-violate
217,217,False,True,False,False,True,True,True,False,n,wn,0,No-violate
218,218,False,False,False,False,True,True,True,False,n,wn,0,No-violate
219,219,False,False,False,False,True,True,True,False,p,wp,0,No-violate
220,220,False,False,False,False,False,True,True,False,p,wp,0,No-violate
221,221,False,True,True,False,True,True,True,False,p,wp,0,No-violate
222,222,False,False,True,False,True,True,True,False,n,wn,0,No-violate
223,223,False,False,False,True,False,True,True,False,e,we,0,No-violate
224,224,False,False,False,True,False,True,True,False,p,wp,0,No-violate
225,225,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
226,226,False,False,True,False,True,True,True,False,p,wp,0,No-violate
227,227,False,False,True,True,True,False,True,False,n,wn,0,No-violate
228,228,False,False,True,False,True,True,True,False,n,wn,0,No-violate
229,229,False,True,True,False,True,True,True,False,p,wp,0,No-violate
230,230,False,False,False,False,True,True,True,False,n,wn,0,No-violate
231,231,False,False,True,False,True,True,True,False,n,wn,0,No-violate
232,232,False,False,True,False,True,True,True,False,n,wn,0,No-violate
233,233,False,False,True,False,True,True,True,False,n,wn,0,No-violate
234,234,False,True,False,False,True,True,True,False,p,wp,0,No-violate
235,235,False,False,False,False,True,True,True,False,p,wp,0,No-violate
236,236,False,False,False,False,True,True,True,False,p,wp,0,No-violate
237,237,False,False,False,False,True,True,True,False,n,wn,0,No-violate
238,238,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
239,239,False,False,True,False,True,True,True,False,p,wp,0,No-violate
240,240,False,False,False,False,True,True,True,False,n,wn,0,No-violate
241,241,False,False,True,False,True,True,True,False,e,wn,0,No-violate
242,242,False,False,False,False,True,True,True,False,n,wn,0,No-violate
243,243,False,False,True,False,True,True,True,False,p,wp,0,No-violate
244,244,False,False,True,False,True,True,True,False,n,we,0,No-violate
245,245,False,False,False,True,False,True,True,False,n,wn,0,No-violate
246,246,False,False,False,False,True,True,True,False,p,wp,0,No-violate
247,247,False,False,True,False,True,True,True,False,p,wp,0,No-violate
248,248,False,True,True,False,True,True,True,False,p,wp,0,No-violate
249,249,False,False,False,False,True,True,True,False,p,wp,0,No-violate
250,250,False,False,False,False,True,True,True,False,n,wn,0,No-violate
251,251,False,True,False,False,True,True,True,False,p,wp,0,No-violate
252,252,False,False,True,False,True,True,True,False,p,wn,0,No-violate
253,253,False,False,True,False,True,True,True,False,p,wp,0,No-violate
254,254,False,True,False,False,True,True,True,False,n,wp,0,No-violate
255,255,False,False,True,False,True,True,True,False,p,wp,0,No-violate
256,256,False,True,False,False,True,True,True,False,p,wp,0,No-violate
257,257,False,True,True,False,True,True,True,False,p,wp,0,No-violate
258,258,False,True,True,False,True,True,True,False,e,wn,0,No-violate
259,259,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
260,260,False,False,True,False,True,True,True,False,n,wn,0,No-violate
261,261,False,False,False,False,True,True,True,False,e,wp,0,No-violate
262,262,False,False,False,True,True,False,True,False,n,wn,0,No-violate
263,263,False,False,True,False,True,True,True,False,e,wn,0,No-violate
264,264,False,False,True,False,True,True,True,False,n,wn,0,No-violate
265,265,False,False,False,True,True,False,True,False,n,wn,0,No-violate
266,266,False,False,False,False,True,True,True,False,n,wn,0,No-violate
267,267,False,False,True,False,True,True,True,False,n,wn,0,No-violate
268,268,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
269,269,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
270,270,False,False,False,False,True,True,True,False,p,wp,0,No-violate
271,271,False,False,False,True,True,True,True,False,p,wp,0,No-violate
272,272,False,False,True,False,True,True,True,False,n,wn,0,No-violate
273,273,False,False,False,False,True,True,True,False,p,wp,0,No-violate
274,274,False,False,True,False,True,True,True,False,p,wp,0,No-violate
275,275,False,True,False,False,True,True,True,False,p,wp,0,No-violate
276,276,False,False,False,True,False,True,True,False,n,wn,0,No-violate
277,277,False,False,False,True,False,True,True,False,n,wn,0,No-violate
278,278,False,False,False,False,True,True,True,False,e,wn,0,No-violate
279,279,False,False,True,False,True,True,True,False,p,wp,0,No-violate
280,280,False,False,False,True,True,False,True,False,n,wn,0,No-violate
281,281,False,False,True,False,True,True,True,False,n,wn,0,No-violate
282,282,False,False,False,False,True,True,True,False,n,wn,0,No-violate
283,283,False,True,False,True,True,False,True,False,e,wp,0,No-violate
284,284,False,False,True,False,True,True,True,False,p,wp,0,No-violate
285,285,False,False,False,True,False,True,True,False,n,wn,0,No-violate
286,286,False,True,True,False,True,True,True,False,n,wn,0,No-violate
287,287,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
288,288,False,True,False,False,True,True,True,False,n,wn,0,No-violate
289,289,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
290,290,False,False,True,False,True,True,True,False,n,wn,0,No-violate
291,291,False,False,False,False,True,True,True,False,n,wn,0,No-violate
292,292,False,True,False,False,True,True,True,False,n,wn,0,No-violate
293,293,False,False,False,False,True,True,True,False,e,wp,0,No-violate
294,294,False,False,False,False,True,True,True,False,p,wp,0,No-violate
295,295,False,False,False,False,True,True,True,False,n,wp,0,No-violate
296,296,False,False,True,False,True,True,True,False,p,wp,0,No-violate
297,297,False,True,True,False,True,True,True,False,p,wp,0,No-violate
298,298,False,False,True,False,True,True,True,False,e,wn,0,No-violate
299,299,False,False,False,False,True,True,True,False,p,wp,0,No-violate
300,300,False,True,False,False,True,True,True,False,p,wp,0,No-violate
301,301,False,False,False,False,True,True,True,False,n,wn,0,No-violate
302,302,False,False,True,False,True,True,True,False,e,wn,0,No-violate
303,303,False,False,False,False,True,False,True,False,e,wn,0,No-violate
304,304,False,False,False,False,True,True,True,False,p,wp,0,No-violate
305,305,False,False,False,False,True,True,True,False,p,wn,0,No-violate
306,306,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
307,307,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
308,308,False,False,False,False,True,True,True,False,n,wn,0,No-violate
309,309,False,False,False,False,True,True,True,False,n,wn,0,No-violate
310,310,False,False,False,False,True,True,True,False,n,wn,0,No-violate
311,311,False,False,False,False,True,True,True,False,e,we,0,No-violate
312,312,False,False,True,False,True,True,True,False,e,wp,0,No-violate
313,313,False,False,False,True,True,False,True,False,p,wp,0,No-violate
314,314,False,False,False,True,True,False,True,False,p,wp,0,No-violate
315,315,False,False,False,False,True,True,True,False,n,wn,0,No-violate
316,316,False,False,False,False,True,True,True,False,p,wp,0,No-violate
317,317,False,False,False,True,False,True,True,False,n,wn,0,No-violate
318,318,False,False,False,False,True,True,True,False,p,wp,0,No-violate
319,319,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
320,320,False,False,False,False,True,True,True,False,p,wp,0,No-violate
321,321,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
322,322,False,False,True,False,True,True,True,False,n,wn,0,No-violate
323,323,False,False,False,False,True,True,True,False,p,wp,0,No-violate
324,324,False,False,True,False,True,True,True,False,e,wp,0,No-violate
325,325,False,False,False,False,True,True,True,False,n,wp,0,No-violate
326,326,False,True,False,False,True,True,True,False,n,wn,0,No-violate
327,327,False,False,True,False,True,True,True,False,n,wn,0,No-violate
328,328,False,False,False,False,True,True,True,False,p,wp,0,No-violate
329,329,False,False,False,False,True,True,True,False,p,wp,0,No-violate
330,330,False,False,True,False,True,True,True,False,n,we,0,No-violate
331,331,False,True,True,False,True,True,True,False,p,wp,0,No-violate
332,332,False,False,True,False,True,True,True,False,p,wp,0,No-violate
333,333,False,False,False,False,True,True,True,False,p,wp,0,No-violate
334,334,False,False,False,False,True,True,True,False,n,wn,0,No-violate
335,335,False,False,True,False,True,True,True,False,n,wp,0,No-violate
336,336,False,False,False,False,True,True,True,False,e,wp,0,No-violate
337,337,False,False,False,False,True,True,True,False,p,wp,0,No-violate
338,338,False,True,False,False,True,True,True,False,p,wp,0,No-violate
339,339,False,False,False,False,True,False,True,False,p,wp,0,No-violate
340,340,False,False,True,False,True,True,True,False,p,wn,0,No-violate
341,341,False,False,False,False,True,True,True,False,n,wn,0,No-violate
342,342,False,False,True,False,True,True,True,False,e,wn,0,No-violate
343,343,False,False,True,False,True,True,True,False,p,wp,0,No-violate
344,344,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
345,345,False,False,False,True,True,False,True,False,n,wn,0,No-violate
346,346,False,False,False,True,True,False,True,False,p,wp,0,No-violate
347,347,False,False,True,False,True,True,True,False,p,wp,0,No-violate
348,348,False,False,False,True,False,True,True,False,p,wp,0,No-violate
349,349,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
350,350,False,False,True,False,True,True,True,False,n,wn,0,No-violate
351,351,False,False,False,False,True,True,True,False,p,wp,0,No-violate
352,352,False,False,False,False,True,True,True,False,p,wp,0,No-violate
353,353,False,True,True,False,True,True,True,False,p,wp,0,No-violate
354,354,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
355,355,False,False,False,False,True,True,True,False,e,wp,0,No-violate
356,356,False,False,False,True,True,True,True,False,p,wp,0,No-violate
357,357,False,False,False,False,True,True,True,False,n,wn,0,No-violate
358,358,False,False,False,True,False,True,True,False,e,wn,0,No-violate
359,359,False,False,True,False,True,True,True,False,e,wp,0,No-violate
360,360,False,False,True,False,True,True,True,False,n,wn,0,No-violate
361,361,False,False,True,False,True,True,True,False,p,wp,0,No-violate
362,362,False,False,True,False,True,True,True,False,p,wp,0,No-violate
363,363,False,False,False,True,False,True,True,False,e,wp,0,No-violate
364,364,False,False,True,False,True,True,True,False,n,wn,0,No-violate
365,365,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
366,366,False,False,False,False,True,True,True,False,n,wn,0,No-violate
367,367,False,False,False,False,True,True,True,False,p,wp,0,No-violate
368,368,False,False,False,False,True,True,True,False,n,wn,0,No-violate
369,369,False,False,False,True,True,True,True,False,n,wn,0,No-violate
370,370,False,False,False,False,True,True,True,False,p,wp,0,No-violate
371,371,False,False,True,False,True,True,True,False,n,wn,0,No-violate
372,372,False,False,True,False,True,True,True,False,n,wn,0,No-violate
373,373,False,False,False,False,True,True,True,False,p,wp,0,No-violate
374,374,False,False,False,False,True,False,True,False,n,wn,0,No-violate
375,375,False,False,False,False,True,True,True,False,p,wp,0,No-violate
376,376,False,False,False,False,True,True,True,False,n,wn,0,No-violate
377,377,False,False,False,False,True,True,True,False,n,wn,0,No-violate
378,378,False,False,False,False,True,True,True,False,p,wp,0,No-violate
379,379,False,True,True,False,True,True,True,False,n,wn,0,No-violate
380,380,False,False,False,False,True,True,True,False,p,wp,0,No-violate
381,381,False,False,True,False,True,True,True,False,n,wn,0,No-violate
382,382,False,False,False,True,True,True,True,False,n,wn,0,No-violate
383,383,False,False,False,False,True,True,True,False,e,wn,0,No-violate
384,384,False,False,True,False,True,True,True,False,p,wp,0,No-violate
385,385,False,False,True,False,True,True,True,False,n,wn,0,No-violate
386,386,False,True,False,False,True,True,True,False,e,wn,0,No-violate
387,387,False,False,False,False,True,True,True,False,p,wp,0,No-violate
388,388,False,False,False,True,True,False,True,False,p,wp,0,No-violate
389,389,False,False,True,False,True,True,True,False,p,wp,0,No-violate
390,390,False,True,True,False,True,True,True,False,n,wn,0,No-violate
391,391,False,False,False,False,True,True,True,False,p,wp,0,No-violate
392,392,False,False,True,False,True,True,True,False,n,wn,0,No-violate
393,393,False,False,True,False,True,True,True,False,n,wn,0,No-violate
394,394,False,False,True,False,True,True,True,False,n,wn,0,No-violate
395,395,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
396,396,False,False,True,False,True,True,True,False,n,wn,0,No-violate
397,397,False,True,False,True,True,True,True,False,n,wn,0,No-violate
398,398,False,False,False,False,True,True,True,False,n,wn,0,No-violate
399,399,False,False,True,False,True,True,True,False,p,wp,0,No-violate
400,400,False,False,False,True,True,False,True,False,e,wp,0,No-violate
401,401,False,False,False,False,True,True,True,False,p,wp,0,No-violate
402,402,False,False,True,False,True,True,True,False,n,wn,0,No-violate
403,403,False,False,False,False,True,True,True,False,p,wp,0,No-violate
404,404,False,False,True,False,True,True,True,False,n,wn,0,No-violate
405,405,False,False,False,False,True,True,True,False,n,wn,0,No-violate
406,406,False,False,False,False,True,True,True,False,n,wn,0,No-violate
407,407,False,False,True,False,True,True,True,False,e,wp,0,No-violate
408,408,False,False,False,False,True,True,True,False,e,wp,0,No-violate
409,409,False,False,False,False,True,True,True,False,n,wn,0,No-violate
410,410,False,False,False,False,True,True,True,False,p,we,0,No-violate
411,411,False,False,False,False,True,True,True,False,e,wp,0,No-violate
412,412,False,False,False,False,True,True,True,False,n,wp,0,No-violate
413,413,False,False,False,True,False,True,True,False,n,wn,0,No-violate
414,414,False,False,True,False,True,True,True,False,n,wp,0,No-violate
415,415,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
416,416,False,False,True,False,True,True,True,False,n,wn,0,No-violate
417,417,False,False,True,False,True,True,True,False,n,wp,0,No-violate
418,418,False,False,True,False,True,True,True,False,e,wn,0,No-violate
419,419,True,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
420,420,False,False,False,True,True,False,True,False,n,wn,0,No-violate
421,421,False,False,False,False,True,True,True,False,p,wp,0,No-violate
422,422,False,False,True,False,True,True,True,False,p,wp,0,No-violate
423,423,False,False,True,False,True,True,True,False,n,wn,0,No-violate
