,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
20,"[-10, -9, -3, 0, 9, 17]","[-10, -9, -3, 0, 9, 17]","[-8, -7, -1, 2, 11, 19]","[-20, -18, -6, 0, 18, 34]","[-0.1111111111111111, -0.3333333333333333, 'ZeroDivisionError', 0.058823529411764705, -0.1, 0.1111111111111111]","[-10, -9, -3, 0, 2, 9, 17]","[-10, -9, -3, 0, 17]","[-10, -9, -3, 0, 9, 17]","[-10, -9, -3, 0, 9, 17]","[-8, -7, -1, 2, 11, 19]","[-20, -18, -6, 0, 18, 34]",error,"[-10, -9, -3, 0, 2, 9, 17]","[-10, -9, -3, 0, 17]",No-violate,No-violate,Violate,error,No-violate,No-violate,0,0,1,error,0,0
21,"[-25, -24, -19, -17, -17, -16, -14, -9, -4, 0, 2, 5, 18]","[-25, -24, -19, -17, -17, -16, -14, -9, -4, 0, 2, 5, 18]","[-23, -22, -17, -15, -15, -14, -12, -7, -2, 2, 4, 7, 20]","[-50, -48, -38, -34, -34, -32, -28, -18, -8, 0, 4, 10, 36]","[-0.25, -0.1111111111111111, 0.2, -0.07142857142857142, 0.5, -0.05263157894736842, -0.058823529411764705, 'ZeroDivisionError', -0.058823529411764705, -0.041666666666666664, -0.04, 0.05555555555555555, -0.0625]","[-25, -24, -19, -17, -17, -16, -14, -9, -4, 0, 2, 2, 5, 18]","[-25, -24, -19, -17, -16, -14, -9, -4, 0, 2, 5, 18]","[-25, -24, -19, -17, -17, -16, -14, -9, -4, 0, 2, 5, 18]","[-25, -24, -19, -17, -17, -16, -14, -9, -4, 0, 2, 5, 18]","[-23, -22, -17, -15, -15, -14, -12, -7, -2, 2, 4, 7, 20]","[-50, -48, -38, -34, -34, -32, -28, -18, -8, 0, 4, 10, 36]",error,"[-25, -24, -19, -17, -17, -16, -14, -9, -4, 0, 2, 2, 5, 18]","[-25, -24, -19, -17, -16, -14, -9, -4, 0, 2, 5, 18]",No-violate,No-violate,Violate,error,No-violate,No-violate,0,0,1,error,0,0
22,"[-25, -23, -22, -15, -6, -4, 0, 1, 3, 5, 6, 8, 11]","[-25, -23, -22, -15, -6, -4, 0, 1, 3, 5, 6, 8, 11]","[-23, -21, -20, -13, -4, -2, 2, 3, 5, 7, 8, 10, 13]","[-50, -46, -44, -30, -12, -8, 0, 2, 6, 10, 12, 16, 22]","[0.09090909090909091, -0.043478260869565216, 'ZeroDivisionError', 0.125, -0.04, -0.16666666666666666, 1.0, 0.2, -0.25, -0.06666666666666667, 0.3333333333333333, 0.16666666666666666, -0.045454545454545456]","[-25, -23, -22, -15, -6, -4, 0, 1, 2, 3, 5, 6, 8, 11]","[-25, -23, -22, -15, -6, -4, 0, 3, 5, 6, 8, 11]","[-25, -23, -22, -15, -6, -4, 0, 1, 3, 5, 6, 8, 11]","[-25, -23, -22, -15, -6, -4, 0, 1, 3, 5, 6, 8, 11]","[-23, -21, -20, -13, -4, -2, 2, 3, 5, 7, 8, 10, 13]","[-50, -46, -44, -30, -12, -8, 0, 2, 6, 10, 12, 16, 22]",error,"[-25, -23, -22, -15, -6, -4, 0, 1, 2, 3, 5, 6, 8, 11]","[-25, -23, -22, -15, -6, -4, 0, 3, 5, 6, 8, 11]",No-violate,No-violate,Violate,error,No-violate,No-violate,0,0,1,error,0,0
23,"[-23, -22, -22, -5, 1, 5, 10, 16, 16, 18, 19, 23, 27]","[-23, -22, -22, -5, 1, 5, 10, 16, 16, 18, 19, 23, 27]","[-21, -20, -20, -3, 3, 7, 12, 18, 18, 20, 21, 25, 29]","[-46, -44, -44, -10, 2, 10, 20, 32, 32, 36, 38, 46, 54]","[-0.2, -0.045454545454545456, -0.045454545454545456, -0.043478260869565216, 0.037037037037037035, 0.043478260869565216, 0.05263157894736842, 0.05555555555555555, 0.0625, 0.0625, 0.1, 0.2, 1.0]","[-23, -22, -22, -5, 1, 2, 5, 10, 16, 16, 18, 19, 23, 27]","[-23, -22, -22, -5, 1, 5, 10, 16, 16, 19, 23, 27]","[-23, -22, -22, -5, 1, 5, 10, 16, 16, 18, 19, 23, 27]","[-23, -22, -22, -5, 1, 5, 10, 16, 16, 18, 19, 23, 27]","[-21, -20, -20, -3, 3, 7, 12, 18, 18, 20, 21, 25, 29]","[-46, -44, -44, -10, 2, 10, 20, 32, 32, 36, 38, 46, 54]","[-0.2, -0.045454545454545456, -0.045454545454545456, -0.043478260869565216, 0.037037037037037035, 0.043478260869565216, 0.05263157894736842, 0.05555555555555555, 0.0625, 0.0625, 0.1, 0.2, 1.0]","[-23, -22, -22, -5, 1, 2, 5, 10, 16, 16, 18, 19, 23, 27]","[-23, -22, -22, -5, 1, 5, 10, 16, 16, 19, 23, 27]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
24,"[-2, 1, 2, 4, 6, 18, 19, 22, 29, 29, 31]","[-2, 1, 2, 4, 6, 18, 19, 22, 29, 29, 31]","[0, 3, 4, 6, 8, 20, 21, 24, 31, 31, 33]","[-4, 2, 4, 8, 12, 36, 38, 44, 58, 58, 62]","[-0.5, 0.03225806451612903, 0.034482758620689655, 0.034482758620689655, 0.045454545454545456, 0.05263157894736842, 0.05555555555555555, 0.16666666666666666, 0.25, 0.5, 1.0]","[-2, 1, 2, 2, 4, 6, 18, 19, 22, 29, 29, 31]","[-2, 1, 2, 4, 6, 18, 22, 29, 29, 31]","[-2, 1, 2, 4, 6, 18, 19, 22, 29, 29, 31]","[-2, 1, 2, 4, 6, 18, 19, 22, 29, 29, 31]","[0, 3, 4, 6, 8, 20, 21, 24, 31, 31, 33]","[-4, 2, 4, 8, 12, 36, 38, 44, 58, 58, 62]","[-0.5, 0.03225806451612903, 0.034482758620689655, 0.034482758620689655, 0.045454545454545456, 0.05263157894736842, 0.05555555555555555, 0.16666666666666666, 0.25, 0.5, 1.0]","[-2, 1, 2, 2, 4, 6, 18, 19, 22, 29, 29, 31]","[-2, 1, 2, 4, 6, 18, 22, 29, 29, 31]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
25,"[-17, -11, 9, 12, 16, 16, 23]","[-17, -11, 9, 12, 16, 16, 23]","[-15, -9, 11, 14, 18, 18, 25]","[-34, -22, 18, 24, 32, 32, 46]","[-0.09090909090909091, -0.058823529411764705, 0.043478260869565216, 0.0625, 0.0625, 0.08333333333333333, 0.1111111111111111]","[-17, -11, 2, 9, 12, 16, 16, 23]","[-11, 9, 12, 16, 16, 23]","[-17, -11, 9, 12, 16, 16, 23]","[-17, -11, 9, 12, 16, 16, 23]","[-15, -9, 11, 14, 18, 18, 25]","[-34, -22, 18, 24, 32, 32, 46]","[-0.09090909090909091, -0.058823529411764705, 0.043478260869565216, 0.0625, 0.0625, 0.08333333333333333, 0.1111111111111111]","[-17, -11, 2, 9, 12, 16, 16, 23]","[-11, 9, 12, 16, 16, 23]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
26,"[-15, -8, 0, 4, 12, 13, 14]","[-15, -8, 0, 4, 12, 13, 14]","[-13, -6, 2, 6, 14, 15, 16]","[-30, -16, 0, 8, 24, 26, 28]","[-0.06666666666666667, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.25, 'ZeroDivisionError', -0.125]","[-15, -8, 0, 2, 4, 12, 13, 14]","[-15, -8, 4, 12, 13, 14]","[-15, -8, 0, 4, 12, 13, 14]","[-15, -8, 0, 4, 12, 13, 14]","[-13, -6, 2, 6, 14, 15, 16]","[-30, -16, 0, 8, 24, 26, 28]",error,"[-15, -8, 0, 2, 4, 12, 13, 14]","[-15, -8, 4, 12, 13, 14]",No-violate,No-violate,Violate,error,No-violate,No-violate,0,0,1,error,0,0
27,"[-28, -23, -17, -15, -9, -7, -4, -1, 10, 11, 21]","[-28, -23, -17, -15, -9, -7, -4, -1, 10, 11, 21]","[-26, -21, -15, -13, -7, -5, -2, 1, 12, 13, 23]","[-56, -46, -34, -30, -18, -14, -8, -2, 20, 22, 42]","[-1.0, -0.25, -0.14285714285714285, -0.1111111111111111, -0.06666666666666667, -0.058823529411764705, -0.043478260869565216, -0.03571428571428571, 0.047619047619047616, 0.09090909090909091, 0.1]","[-28, -23, -17, -15, -9, -7, -4, -1, 2, 10, 11, 21]","[-28, -23, -17, -15, -7, -4, -1, 10, 11, 21]","[-28, -23, -17, -15, -9, -7, -4, -1, 10, 11, 21]","[-28, -23, -17, -15, -9, -7, -4, -1, 10, 11, 21]","[-26, -21, -15, -13, -7, -5, -2, 1, 12, 13, 23]","[-56, -46, -34, -30, -18, -14, -8, -2, 20, 22, 42]","[-1.0, -0.25, -0.14285714285714285, -0.1111111111111111, -0.06666666666666667, -0.058823529411764705, -0.043478260869565216, -0.03571428571428571, 0.047619047619047616, 0.09090909090909091, 0.1]","[-28, -23, -17, -15, -9, -7, -4, -1, 2, 10, 11, 21]","[-28, -23, -17, -15, -7, -4, -1, 10, 11, 21]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
28,"[-25, -9]","[-25, -9]","[-23, -7]","[-50, -18]","[-0.1111111111111111, -0.04]","[-25, -9, 2]",[-25],"[-25, -9]","[-25, -9]","[-23, -7]","[-50, -18]","[-0.1111111111111111, -0.04]","[-25, -9, 2]",[-25],No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
29,"[-15, -14, 0, 0, 10, 13]","[-15, -14, 0, 0, 10, 13]","[-13, -12, 2, 2, 12, 15]","[-30, -28, 0, 0, 20, 26]","[-0.06666666666666667, 'ZeroDivisionError', 0.1, 'ZeroDivisionError', -0.07142857142857142, 0.07692307692307693]","[-15, -14, 0, 0, 2, 10, 13]","[-15, -14, 0, 0, 10]","[-15, -14, 0, 0, 10, 13]","[-15, -14, 0, 0, 10, 13]","[-13, -12, 2, 2, 12, 15]","[-30, -28, 0, 0, 20, 26]",error,"[-15, -14, 0, 0, 2, 10, 13]","[-15, -14, 0, 0, 10]",No-violate,No-violate,Violate,error,No-violate,No-violate,0,0,1,error,0,0
