,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
10,"[-27, -3]","[-3, -27]","[-25, -1]","[-54, -6]","[-0.037037037037037035, -0.3333333333333333]","[2, -27, -3]",[-3],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
11,"[0, 10, -2, 0]","[10, 0, 0, -2]","[2, 12, 0, 2]","[0, 20, -4, 0]","['ZeroDivisionError', 0.1, -0.5, 'ZeroDivisionError']","[2, 0, 10, -2, 0]","[0, 10, 0]",-0.7355371900826451,-0.7355371900826451,-0.7355371900826451,-0.7355371900826451,error,-0.1694214876033069,error,No-violate,No-violate,No-violate,error,No-violate,error,0,0,0,error,0,error
12,"[-17, 23, 7, -15, 11, -23, -24, -2, -25]","[-24, -2, 23, -17, -23, -15, -25, 11, 7]","[-15, 25, 9, -13, 13, -21, -22, 0, -23]","[-34, 46, 14, -30, 22, -46, -48, -4, -50]","[-0.058823529411764705, 0.043478260869565216, 0.14285714285714285, -0.06666666666666667, 0.09090909090909091, -0.043478260869565216, -0.041666666666666664, -0.5, -0.04]","[-17, 23, 7, -15, 11, -23, 2, -24, -2, -25]","[-17, 7, -15, 11, -23, -24, -2, -25]",-1.181786652943546,-1.1817866529435463,-1.181786652943546,-1.181786652943546,2.236294413121911,-1.191123022655634,-1.3446068965517242,No-violate,No-violate,No-violate,Violate,Violate,No-violate,0,0,0,1,1,0
13,"[-5, -20, -6, -3, -5, -11, -25]","[-3, -5, -5, -20, -25, -11, -6]","[-3, -18, -4, -1, -3, -9, -23]","[-10, -40, -12, -6, -10, -22, -50]","[-0.2, -0.05, -0.16666666666666666, -0.3333333333333333, -0.2, -0.09090909090909091, -0.04]","[-5, -20, -6, -3, 2, -5, -11, -25]","[-5, -20, -3, -5, -11, -25]",-0.9787020773809805,-0.9787020773809791,-0.9787020773809805,-0.9787020773809805,-0.7345554213276362,-0.7341251424905373,-1.3266492354527855,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
14,"[-24, -11, 8, -18, 12, -18, -19, 10, 3, 8, 6, -3, -6]","[-11, 8, -18, -6, 3, -18, -24, 10, 8, -19, -3, 12, 6]","[-22, -9, 10, -16, 14, -16, -17, 12, 5, 10, 8, -1, -4]","[-48, -22, 16, -36, 24, -36, -38, 20, 6, 16, 12, -6, -12]","[-0.041666666666666664, -0.09090909090909091, 0.125, -0.05555555555555555, 0.08333333333333333, -0.05555555555555555, -0.05263157894736842, 0.1, 0.3333333333333333, 0.125, 0.16666666666666666, -0.3333333333333333, -0.16666666666666666]","[-24, -11, 8, -18, 12, -18, -19, 10, 3, 8, 6, 2, -3, -6]","[-24, -11, 8, -18, 12, -18, 10, 3, 8, 6, -3, -6]",-1.4849802165764268,-1.4849802165764268,-1.4849802165764268,-1.4849802165764268,-0.02224537244828717,-1.378030958988099,-1.2716182287790387,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
15,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
16,"[-27, -2, -18, -1, -7, 17, 5, -25]","[17, -27, -18, 5, -7, -25, -1, -2]","[-25, 0, -16, 1, -5, 19, 7, -23]","[-54, -4, -36, -2, -14, 34, 10, -50]","[-0.037037037037037035, -0.5, -0.05555555555555555, -1.0, -0.14285714285714285, 0.058823529411764705, 0.2, -0.04]","[-27, -2, -18, -1, -7, 2, 17, 5, -25]","[-27, -2, -18, -1, -7, 17, -25]",-1.0762165695698207,-1.0762165695698207,-1.0762165695698207,-1.0762165695698207,0.5191054488749218,-1.0035445632635471,-0.8790501561882134,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
17,"[-13, 21, 18, -20, -29, -2, 2, -11, -16]","[-11, -13, -29, -2, 18, -20, 2, 21, -16]","[-11, 23, 20, -18, -27, 0, 4, -9, -14]","[-26, 42, 36, -40, -58, -4, 4, -22, -32]","[-0.07692307692307693, 0.047619047619047616, 0.05555555555555555, -0.05, -0.034482758620689655, -0.5, 0.5, -0.09090909090909091, -0.0625]","[-13, 21, 18, -20, -29, 2, -2, 2, -11, -16]","[-13, 21, 18, -29, -2, 2, -11, -16]",-0.9781741755465143,-0.9781741755465143,-0.9781741755465143,-0.9781741755465143,1.1842066640079345,-0.9144315432954886,-1.016892395353934,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
18,"[15, -28, 21, -27, -3, -6, -27]","[-27, 15, -3, 21, -28, -6, -27]","[17, -26, 23, -25, -1, -4, -25]","[30, -56, 42, -54, -6, -12, -54]","[0.06666666666666667, -0.03571428571428571, 0.047619047619047616, -0.037037037037037035, -0.3333333333333333, -0.16666666666666666, -0.037037037037037035]","[2, 15, -28, 21, -27, -3, -6, -27]","[15, -28, 21, -27, -3, -27]",-1.4576644348179193,-1.4576644348179193,-1.4576644348179193,-1.4576644348179193,-0.12243886745839028,-1.397533315712888,-1.656125965263467,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
19,"[-4, -25, 24, 14, 23, -16, -21, -24, -16, -25, -9, 14]","[-9, -16, -24, -25, 24, 14, 14, 23, -21, -25, -4, -16]","[-2, -23, 26, 16, 25, -14, -19, -22, -14, -23, -7, 16]","[-8, -50, 48, 28, 46, -32, -42, -48, -32, -50, -18, 28]","[-0.25, -0.04, 0.041666666666666664, 0.07142857142857142, 0.043478260869565216, -0.0625, -0.047619047619047616, -0.041666666666666664, -0.0625, -0.04, -0.1111111111111111, 0.07142857142857142]","[-4, -25, 24, 14, 23, -16, 2, -21, -24, -16, -25, -9, 14]","[-4, -25, 24, 14, 23, -16, -24, -16, -25, -9, 14]",-1.3798907877941788,-1.3798907877941784,-1.3798907877941788,-1.3798907877941788,0.8073191350445192,-1.3438589709714777,-1.4817910087204456,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
20,"[-9, -3, 0, 17, -10, 9]","[9, 17, 0, -3, -10, -9]","[-7, -1, 2, 19, -8, 11]","[-18, -6, 0, 34, -20, 18]","[-0.1111111111111111, -0.3333333333333333, 'ZeroDivisionError', 0.058823529411764705, -0.1, 0.1111111111111111]","[-9, -3, 0, 17, -10, 9, 2]","[-9, -3, 17, -10, 9]",-1.1098904558045835,-1.109890455804584,-1.1098904558045835,-1.1098904558045835,error,-0.8514175354736722,-1.4447597725921528,No-violate,No-violate,No-violate,error,No-violate,No-violate,0,0,0,error,0,0
21,"[-17, -9, 5, -14, 2, -19, -4, 0, -17, -24, -25, 18, -16]","[2, -16, 5, -24, -25, -17, -9, -17, 0, -4, -14, 18, -19]","[-15, -7, 7, -12, 4, -17, -2, 2, -15, -22, -23, 20, -14]","[-34, -18, 10, -28, 4, -38, -8, 0, -34, -48, -50, 36, -32]","[-0.058823529411764705, -0.1111111111111111, 0.2, -0.07142857142857142, 0.5, -0.05263157894736842, -0.25, 'ZeroDivisionError', -0.058823529411764705, -0.041666666666666664, -0.04, 0.05555555555555555, -0.0625]","[-17, -9, 2, 5, -14, 2, -19, -4, 0, -17, -24, -25, 18, -16]","[-17, -9, 5, -14, 2, -19, -4, 0, -17, -25, 18, -16]",-0.4177405241862817,-0.4177405241862835,-0.4177405241862817,-0.4177405241862817,error,-0.6340359711672012,-0.4338298642759919,No-violate,No-violate,No-violate,error,Violate,No-violate,0,0,0,error,1,0
22,"[11, -23, 0, 8, -25, -6, 1, 5, -4, -15, 3, 6, -22]","[-4, 1, -22, -15, 5, 8, -25, -23, 3, -6, 11, 0, 6]","[13, -21, 2, 10, -23, -4, 3, 7, -2, -13, 5, 8, -20]","[22, -46, 0, 16, -50, -12, 2, 10, -8, -30, 6, 12, -44]","[0.09090909090909091, -0.043478260869565216, 'ZeroDivisionError', 0.125, -0.04, -0.16666666666666666, 1.0, 0.2, -0.25, -0.06666666666666667, 0.3333333333333333, 0.16666666666666666, -0.045454545454545456]","[11, -23, 0, 8, -25, 2, -6, 1, 5, -4, -15, 3, 6, -22]","[11, -23, 0, 8, -25, -6, 5, -4, -15, 3, 6, -22]",-1.1813437161023683,-1.1813437161023683,-1.1813437161023683,-1.1813437161023683,error,-1.0230982569062221,-1.332978970330061,No-violate,No-violate,No-violate,error,No-violate,No-violate,0,0,0,error,0,0
23,"[-22, 27, -23, -22, 16, 10, 18, 23, 5, 19, 1, 16, -5]","[16, 1, 10, 5, -22, 16, 19, 23, -23, 18, -5, 27, -22]","[-20, 29, -21, -20, 18, 12, 20, 25, 7, 21, 3, 18, -3]","[-44, 54, -46, -44, 32, 20, 36, 46, 10, 38, 2, 32, -10]","[-0.045454545454545456, 0.037037037037037035, -0.043478260869565216, -0.045454545454545456, 0.0625, 0.1, 0.05555555555555555, 0.043478260869565216, 0.2, 0.05263157894736842, 1.0, 0.0625, -0.2]","[-22, 27, -23, -22, 16, 10, 18, 23, 5, 19, 1, 2, 16, -5]","[-22, 27, -23, -22, 16, 10, 18, 23, 5, 19, 16, -5]",-1.1062567405415173,-1.1062567405415167,-1.1062567405415173,-1.1062567405415173,5.941035094981066,-0.9963174401475658,-1.1961900107626493,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
24,"[2, -2, 29, 18, 29, 6, 22, 4, 19, 1, 31]","[2, 6, 1, 4, 29, 29, 22, 31, -2, 19, 18]","[4, 0, 31, 20, 31, 8, 24, 6, 21, 3, 33]","[4, -4, 58, 36, 58, 12, 44, 8, 38, 2, 62]","[0.5, -0.5, 0.034482758620689655, 0.05555555555555555, 0.034482758620689655, 0.16666666666666666, 0.045454545454545456, 0.25, 0.05263157894736842, 1.0, 0.03225806451612903]","[2, -2, 29, 18, 2, 29, 6, 22, 4, 19, 1, 31]","[2, -2, 18, 29, 6, 22, 4, 19, 1, 31]",-1.6005469577701157,-1.6005469577701161,-1.6005469577701157,-1.6005469577701157,1.321960717597575,-1.5935441738104899,-1.4788257844132364,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
25,"[-17, -11, 23, 16, 9, 16, 12]","[16, -17, 12, 9, 23, -11, 16]","[-15, -9, 25, 18, 11, 18, 14]","[-34, -22, 46, 32, 18, 32, 24]","[-0.058823529411764705, -0.09090909090909091, 0.043478260869565216, 0.0625, 0.1111111111111111, 0.0625, 0.08333333333333333]","[-17, 2, -11, 23, 16, 9, 16, 12]","[-17, -11, 23, 16, 16, 12]",-1.0388158094872268,-1.0388158094872273,-1.0388158094872268,-1.0388158094872268,-1.0113795175293747,-0.9507914534656381,-1.3660091722026668,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
26,"[14, 4, 13, -15, 12, 0, -8]","[0, -8, 14, 13, 4, -15, 12]","[16, 6, 15, -13, 14, 2, -6]","[28, 8, 26, -30, 24, 0, -16]","[0.07142857142857142, 0.25, 0.07692307692307693, -0.06666666666666667, 0.08333333333333333, 'ZeroDivisionError', -0.125]","[14, 2, 4, 13, -15, 12, 0, -8]","[14, 13, -15, 12, 0, -8]",-1.1836935410571823,-1.1836935410571823,-1.1836935410571823,-1.1836935410571823,error,-0.949744796261804,-1.46566341224393,No-violate,No-violate,No-violate,error,No-violate,No-violate,0,0,0,error,0,0
27,"[-17, 10, -28, -7, -9, 11, -23, -1, -4, -15, 21]","[-17, -28, 21, -1, -15, -4, -7, -23, 11, 10, -9]","[-15, 12, -26, -5, -7, 13, -21, 1, -2, -13, 23]","[-34, 20, -56, -14, -18, 22, -46, -2, -8, -30, 42]","[-0.058823529411764705, 0.1, -0.03571428571428571, -0.14285714285714285, -0.1111111111111111, 0.09090909090909091, -0.043478260869565216, -1.0, -0.25, -0.06666666666666667, 0.047619047619047616]","[-17, 10, -28, -7, -9, 11, 2, -23, -1, -4, -15, 21]","[-17, 10, -7, -9, 11, -23, -1, -4, -15, 21]",-0.8839457244988642,-0.8839457244988642,-0.8839457244988642,-0.8839457244988642,4.247897336070122,-0.8268244575936881,-0.9079405046019007,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
28,"[-9, -25]","[-25, -9]","[-7, -23]","[-18, -50]","[-0.1111111111111111, -0.04]","[2, -9, -25]",[-25],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
29,"[-15, 0, 10, 0, -14, 13]","[10, 13, 0, -15, 0, -14]","[-13, 2, 12, 2, -12, 15]","[-30, 0, 20, 0, -28, 26]","[-0.06666666666666667, 'ZeroDivisionError', 0.1, 'ZeroDivisionError', -0.07142857142857142, 0.07692307692307693]","[-15, 0, 10, 2, 0, -14, 13]","[-15, 0, 10, -14, 13]",-1.4606032625423206,-1.4606032625423206,-1.4606032625423206,-1.4606032625423206,error,-1.2105326329355846,-1.7183308057486852,No-violate,No-violate,No-violate,error,No-violate,No-violate,0,0,0,error,0,0
30,"[25, 26, 7, 14, 23]","[14, 25, 7, 23, 26]","[27, 28, 9, 16, 25]","[50, 52, 14, 28, 46]","[0.04, 0.038461538461538464, 0.14285714285714285, 0.07142857142857142, 0.043478260869565216]","[25, 26, 7, 14, 23, 2]","[25, 26, 7, 23]",-1.2637860082304528,-1.2637860082304528,-1.2637860082304528,-1.2637860082304528,-0.23589422740723398,-1.5059364662864687,-0.7206534908582549,No-violate,No-violate,No-violate,Violate,Violate,Violate,0,0,0,1,1,1
31,"[4, -22, 2, -12, 3, -12, -13, -19, 15, -17]","[-12, -13, -17, 4, 15, 2, -19, -12, -22, 3]","[6, -20, 4, -10, 5, -10, -11, -17, 17, -15]","[8, -44, 4, -24, 6, -24, -26, -38, 30, -34]","[0.25, -0.045454545454545456, 0.5, -0.08333333333333333, 0.3333333333333333, -0.08333333333333333, -0.07692307692307693, -0.05263157894736842, 0.06666666666666667, -0.058823529411764705]","[4, -22, 2, 2, -12, 3, -12, -13, -19, 15, -17]","[4, -22, 2, -12, 3, -13, -19, 15, -17]",-1.040608748499406,-1.040608748499406,-1.040608748499406,-1.040608748499406,-0.46105848557868434,-1.148682205389513,-1.2419529145574217,No-violate,No-violate,No-violate,Violate,Violate,No-violate,0,0,0,1,1,0
32,"[12, -17, -3, -20]","[-17, 12, -3, -20]","[14, -15, -1, -18]","[24, -34, -6, -40]","[0.08333333333333333, -0.058823529411764705, -0.3333333333333333, -0.05]","[12, 2, -17, -3, -20]","[-17, -3, -20]",-1.3788016754689492,-1.3788016754689492,-1.3788016754689492,-1.3788016754689492,-0.901912545743917,-1.4403504860613434,error,No-violate,No-violate,No-violate,Violate,Violate,error,0,0,0,1,1,error
33,"[14, 24, -5, -21, 26, 22, -3, -15]","[14, 26, -15, -3, 22, 24, -5, -21]","[16, 26, -3, -19, 28, 24, -1, -13]","[28, 48, -10, -42, 52, 44, -6, -30]","[0.07142857142857142, 0.041666666666666664, -0.2, -0.047619047619047616, 0.038461538461538464, 0.045454545454545456, -0.3333333333333333, -0.06666666666666667]","[14, 24, -5, -21, 26, 2, 22, -3, -15]","[14, -5, -21, 26, 22, -3, -15]",-1.5525347670376008,-1.5525347670376008,-1.5525347670376008,-1.5525347670376008,-0.3094182309380984,-1.3970293421841704,-1.4937146549005358,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
34,"[11, 19, 22, -2, -3, -13, 3, 24, -3, -1, 7]","[24, 7, -13, -1, -2, 19, 3, 11, 22, -3, -3]","[13, 21, 24, 0, -1, -11, 5, 26, -1, 1, 9]","[22, 38, 44, -4, -6, -26, 6, 48, -6, -2, 14]","[0.09090909090909091, 0.05263157894736842, 0.045454545454545456, -0.5, -0.3333333333333333, -0.07692307692307693, 0.3333333333333333, 0.041666666666666664, -0.3333333333333333, -1.0, 0.14285714285714285]","[2, 11, 19, 22, -2, -3, -13, 3, 24, -3, -1, 7]","[11, 22, -2, -3, -13, 3, 24, -3, -1, 7]",-1.0775546058792158,-1.0775546058792158,-1.0775546058792158,-1.0775546058792158,0.4885748725663528,-0.9073445243680385,-0.7271213840200401,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
35,"[6, -13]","[-13, 6]","[8, -11]","[12, -26]","[0.16666666666666666, -0.07692307692307693]","[6, -13, 2]",[6],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
36,"[-30, 11, -8, 0, -30, 11]","[11, -30, -8, 11, 0, -30]","[-28, 13, -6, 2, -28, 13]","[-60, 22, -16, 0, -60, 22]","[-0.03333333333333333, 0.09090909090909091, -0.125, 'ZeroDivisionError', -0.03333333333333333, 0.09090909090909091]","[-30, 11, 2, -8, 0, -30, 11]","[-30, 11, 0, -30, 11]",-1.548215819225375,-1.548215819225375,-1.548215819225375,-1.548215819225375,error,-1.2979168383303965,-1.7860940073518443,No-violate,No-violate,No-violate,error,No-violate,No-violate,0,0,0,error,0,0
37,"[15, 9, 9, -17, 6, 19, 4, -9, 21, 12, 11, 19, 20, 12]","[12, 19, 9, 4, 19, 11, -9, -17, 9, 20, 15, 6, 12, 21]","[17, 11, 11, -15, 8, 21, 6, -7, 23, 14, 13, 21, 22, 14]","[30, 18, 18, -34, 12, 38, 8, -18, 42, 24, 22, 38, 40, 24]","[0.06666666666666667, 0.1111111111111111, 0.1111111111111111, -0.058823529411764705, 0.16666666666666666, 0.05263157894736842, 0.25, -0.1111111111111111, 0.047619047619047616, 0.08333333333333333, 0.09090909090909091, 0.05263157894736842, 0.05, 0.08333333333333333]","[15, 9, 9, -17, 6, 19, 4, -9, 21, 12, 11, 19, 20, 12, 2]","[15, 9, 9, -17, 6, 19, 4, -9, 21, 11, 19, 20, 12]",0.7434532977962949,0.743453297796294,0.7434532977962949,0.7434532977962949,0.7363822826829529,0.5614195862649951,0.42389066199226155,No-violate,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,0,1,0
38,"[-32, -23, 19, 22, 15, -5, -19]","[-19, 22, -32, 15, -5, -23, 19]","[-30, -21, 21, 24, 17, -3, -17]","[-64, -46, 38, 44, 30, -10, -38]","[-0.03125, -0.043478260869565216, 0.05263157894736842, 0.045454545454545456, 0.06666666666666667, -0.2, -0.05263157894736842]","[-32, -23, 19, 22, 2, 15, -5, -19]","[-32, -23, 19, 22, -5, -19]",-1.6503451304916692,-1.6503451304916683,-1.6503451304916683,-1.6503451304916692,-0.061112679084787125,-1.4709557700708595,-1.5221790236168538,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
39,"[-14, -16, 13, -18, -10]","[-16, -14, -18, 13, -10]","[-12, -14, 15, -16, -8]","[-28, -32, 26, -36, -20]","[-0.07142857142857142, -0.0625, 0.07692307692307693, -0.05555555555555555, -0.1]","[-14, 2, -16, 13, -18, -10]","[-14, -16, -18, -10]",-0.023388671875000266,-0.023388671875000266,-0.023388671875000266,-0.023388671875000266,-0.010363162320965902,-0.8729326944368174,-1.1542857142857144,No-violate,No-violate,No-violate,Violate,Violate,No-violate,0,0,0,1,1,0
40,"[9, -4, -3, 20, -15, -15, 27]","[-15, -3, 20, -4, 27, -15, 9]","[11, -2, -1, 22, -13, -13, 29]","[18, -8, -6, 40, -30, -30, 54]","[0.1111111111111111, -0.25, -0.3333333333333333, 0.05, -0.06666666666666667, -0.06666666666666667, 0.037037037037037035]","[9, -4, -3, 20, -15, -15, 27, 2]","[-4, -3, 20, -15, -15, 27]",-1.32421801629533,-1.32421801629533,-1.32421801629533,-1.32421801629533,-1.0820621308811593,-1.0769308569796774,-1.3791035393067865,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
41,"[-16, 24, -1, -8, 16, -1]","[16, -1, -8, -1, 24, -16]","[-14, 26, 1, -6, 18, 1]","[-32, 48, -2, -16, 32, -2]","[-0.0625, 0.041666666666666664, -1.0, -0.125, 0.0625, -1.0]","[-16, 24, -1, 2, -8, 16, -1]","[-16, -1, -8, 16, -1]",-1.187275637264397,-1.1872756372643973,-1.1872756372643962,-1.187275637264397,-1.501589372976168,-0.87972045924784,-0.6765136624657955,No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
42,"[-1, 13, 22, -9, 27, 0]","[22, -9, 27, 13, 0, -1]","[1, 15, 24, -7, 29, 2]","[-2, 26, 44, -18, 54, 0]","[-1.0, 0.07692307692307693, 0.045454545454545456, -0.1111111111111111, 0.037037037037037035, 'ZeroDivisionError']","[-1, 13, 2, 22, -9, 27, 0]","[-1, 13, 22, -9, 27]",-1.4999766274238227,-1.4999766274238224,-1.4999766274238227,-1.4999766274238227,error,-1.29550574491966,-1.5179961418200272,No-violate,No-violate,No-violate,error,No-violate,No-violate,0,0,0,error,0,0
43,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
44,"[1, 26, 22, -10, 20, 4]","[-10, 22, 1, 20, 26, 4]","[3, 28, 24, -8, 22, 6]","[2, 52, 44, -20, 40, 8]","[1.0, 0.038461538461538464, 0.045454545454545456, -0.1, 0.05, 0.25]","[1, 26, 22, -10, 2, 20, 4]","[1, 26, 22, 20, 4]",-1.4296847897471032,-1.4296847897471032,-1.4296847897471032,-1.4296847897471032,0.6579236877377133,-1.4080309112776468,-1.7070999287325417,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
45,[5],[5],[7],[10],[0.2],"[2, 5]",[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
